customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
1501-SGHBW,Yes,No,DSL,No,No,No,No,No,No,Yes
9313-CDOGY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8148-BPLZQ,Yes,No,DSL,No,Yes,No,No,No,No,No
2623-DRYAM,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
9987-LUTYD,Yes,No,DSL,Yes,No,No,Yes,No,No,No
3208-YPIOE,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes
4488-KQFDT,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
2612-RANWT,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
5693-PIPCS,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
0491-KAPQG,Yes,Yes,Fiber optic,No,No,No,No,No,No,No
1925-LFCZZ,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,No
8039-EQPIM,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,No
6900-PXRMS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
8707-RMEZH,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,No
3346-BRMIS,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes
3209-ZPKFI,Yes,Yes,DSL,No,Yes,No,No,No,No,No
6479-VDGRK,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
9373-WSLOY,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,No
2933-FILNV,No,No phone service,DSL,No,No,No,No,No,No,Yes
3569-JFODW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
9819-FBNSV,Yes,No,Fiber optic,No,No,No,No,No,No,No
9544-PYPSJ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No
1591-XWLGB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0396-UKGAI,Yes,No,DSL,No,Yes,No,Yes,No,No,No
3243-ZHOHY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5186-EJEGL,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,No
7527-QNRUS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9986-BONCE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
2722-JMONI,Yes,No,DSL,Yes,No,No,No,No,No,Yes
2203-GHNWN,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No
3878-AVSOQ,Yes,No,Fiber optic,No,No,No,No,No,No,No
3258-SYSWS,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
5296-PSYVW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6319-QSUSR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4083-EUGRJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
7579-OOPEC,Yes,No,DSL,No,Yes,No,No,No,No,Yes
0512-FLFDW,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
1771-OADNZ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes
0487-CRLZF,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,No
2107-FBPTK,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
9451-WLYRI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8219-VYBVI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1991-VOPLL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9738-QLWTP,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,No
1016-DJTSV,Yes,No,Fiber optic,No,No,No,No,No,No,No
9419-IPPBE,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No
0174-QRVVY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5699-BNCAS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2900-PHPLN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0612-RTZZA,No,No phone service,DSL,No,No,No,No,No,No,Yes
8106-GWQOK,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,No
8751-EDEKA,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,No
6878-GGDWG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4039-PIMHX,Yes,No,DSL,No,Yes,No,No,No,No,No
8450-LUGUK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3604-WLABM,Yes,No,DSL,No,No,Yes,Yes,No,No,No
0795-GMVQO,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No
2259-OUUSZ,No,No phone service,DSL,No,No,Yes,Yes,No,No,No
1142-IHLOO,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No
6410-LEFEN,Yes,No,DSL,No,No,No,No,No,No,Yes
4633-MKHYU,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No
6257-RJOHI,Yes,No,DSL,No,No,No,Yes,No,No,No
1545-JFUML,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No
3194-ORPIK,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes
7826-VVKWT,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No
1353-GHZOS,Yes,No,DSL,Yes,No,No,No,Yes,No,No
2587-EKXTS,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No
5442-BXVND,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8816-VXNZD,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes
9378-FXTIZ,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes
1723-HKXJQ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
7825-GKXMW,Yes,No,DSL,No,No,No,No,No,No,Yes
9753-OYLBX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2364-UFROM,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No
6656-JWRQX,No,No phone service,DSL,No,No,No,Yes,No,No,No
6473-ULUHT,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No
1240-KNSEZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
0836-SEYLU,No,No phone service,DSL,No,No,No,Yes,Yes,No,Yes
4433-JCGCG,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
3716-BDVDB,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
7688-AWMDX,Yes,No,DSL,Yes,No,No,Yes,No,No,No
2842-BCQGE,Yes,Yes,Fiber optic,No,No,No,No,No,No,No
7244-QWYHG,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,No
5899-MQZZL,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes
6849-OYAMU,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes
5312-UXESG,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
9488-HGMJH,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
6038-GCYEC,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Yes
2150-WLKUW,Yes,Yes,DSL,No,Yes,No,No,Yes,No,No
7159-FVYPK,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,No
7032-LMBHI,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No
1150-WFARN,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes
6088-BXMRG,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No
3144-AUDBS,Yes,No,DSL,No,No,No,Yes,No,No,Yes
4821-SJHJV,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,No
7346-MEDWM,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,No
1137-DGOWI,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,No
5616-PRTNT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
3812-LRZIR,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4818-QIUFN,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes
9483-GCPWE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4227-OJHAL,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No
9220-CXRSC,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No
4993-JCRGJ,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,No
9537-JALFH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6698-OXETB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2103-ZRXFN,Yes,Yes,DSL,No,No,No,No,No,No,No
3724-BSCVH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4877-TSOFF,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No
9209-NWPGU,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No
6961-VCPMC,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes
7306-YDSOI,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No
5288-AHOUP,Yes,No,Fiber optic,No,No,No,No,No,Yes,No
6688-UZPWD,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
0655-YDGFJ,Yes,No,DSL,No,No,Yes,No,No,No,No
8468-EHYJA,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No
6823-SIDFQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1097-FSPVW,Yes,No,DSL,Yes,No,Yes,No,No,No,No
2839-RFSQE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
8328-SKJNO,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No
7010-ZMVBF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5201-CBWYG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0968-GSIKN,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
1965-DDBWU,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes
9057-SIHCH,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes
6352-GIGGQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
3635-QQRQD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6771-XWBDM,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
2897-DOVND,Yes,No,Fiber optic,No,No,No,No,No,No,No
3082-YVEKW,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No
0191-EQUUH,No,No phone service,DSL,Yes,No,No,Yes,No,No,No
7134-HBPBS,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
3489-HHPFY,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No
2926-JEJJC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8601-QACRS,Yes,Yes,DSL,No,No,No,No,No,No,Yes
4950-BDEUX,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,No
5789-LDFXO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0508-OOLTO,Yes,No,Fiber optic,No,No,No,No,No,No,No
2984-TBYKU,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No
9822-WMWVG,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No
2391-SOORI,Yes,No,DSL,Yes,No,No,No,No,No,Yes
9040-KZVWO,Yes,No,Fiber optic,No,Yes,No,No,No,No,No
2645-QTLMB,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
4806-HIPDW,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
1548-ARAGG,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No
6339-RZCBJ,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No
4424-TKOPW,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes
4415-WNGVR,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No
2522-AHJXR,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No
0412-UCCNP,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No
1816-FLZDK,No,No phone service,DSL,No,No,No,Yes,No,No,No
7096-UCLNH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8443-ZRDBZ,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes
9136-ALYBR,No,No phone service,DSL,No,No,No,No,No,No,Yes
4615-PIVVU,Yes,No,DSL,No,No,Yes,Yes,No,Yes,No
8885-QSQBX,Yes,No,DSL,Yes,No,No,No,No,No,No
7479-NITWS,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes
8617-ENBDS,Yes,No,Fiber optic,No,No,Yes,No,No,No,No
9385-NXKDA,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No
0430-IHCDJ,Yes,Yes,DSL,No,No,No,No,No,No,No
2959-MJHIC,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes
6674-KVJHG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1814-DKOLC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4201-JMNGR,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes
9351-HXDMR,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No
3537-HPKQT,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No
2129-ALKBS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5821-MMEIL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5960-WPXQM,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes
0684-AOSIH,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes
8260-NGFNY,No,No phone service,DSL,No,No,No,No,No,No,Yes
1309-XGFSN,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No
1866-RZZQS,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
6968-URWQU,Yes,No,DSL,No,No,No,No,Yes,No,No
4742-TXUEX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9631-XEYKE,Yes,Yes,DSL,No,No,No,No,No,No,No
8631-NBHFZ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes
1335-MXCSE,Yes,No,DSL,No,No,Yes,Yes,No,No,No
8873-TMKGR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8800-JOOCF,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No
1469-LBJQJ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
4958-XCBDQ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
8337-UPOAQ,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes
0064-YIJGF,Yes,Yes,Fiber optic,No,No,No,No,No,No,No
2386-OWURY,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,No
1725-IQNIY,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0310-VQXAM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6598-RFFVI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
3453-RTHJQ,Yes,No,Fiber optic,No,No,No,No,No,No,No
6712-OAWRH,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes
6278-FEPBZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4280-DLSHD,Yes,No,DSL,No,Yes,Yes,No,No,No,No
1508-DFXCU,Yes,No,Fiber optic,No,No,No,No,Yes,No,No
8614-VGMMV,Yes,Yes,DSL,No,No,No,No,No,No,Yes
7868-BGSZA,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No
2800-QQUSO,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No
2930-UOTMB,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes
7973-DZRKH,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,No
5914-DVBWJ,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Yes
7698-YFGEZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2533-QVMSK,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Yes
9773-PEQBZ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No
8644-XLFBW,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
0650-BWOZN,Yes,No,Fiber optic,No,Yes,No,No,No,No,No
8625-AZYZY,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
7785-RDVIG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9602-WCXPI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2903-YYTBW,Yes,No,DSL,No,No,No,No,No,No,No
3620-MWJNE,Yes,No,DSL,Yes,No,No,Yes,No,No,No
8573-JGCZW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6837-HAEVO,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
6701-YVNQG,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
9306-CPCBC,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes
4304-XUMGI,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No
9504-YAZWB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8819-ZBYNA,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No
6174-NRBTZ,No,No phone service,DSL,Yes,No,No,No,No,No,No
9481-IEBZY,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
1833-VGRUM,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes
6137-NICCO,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No
9065-ZCPQX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No
6402-EJMWF,Yes,No,DSL,No,No,No,No,No,Yes,No
3620-EHIMZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3213-VVOLG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6870-ECSHE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8747-UDCOI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8374-XGEJJ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
2656-TABEH,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
6946-LMSQS,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes
4626-OZDTJ,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No
9169-BSVIN,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No
2325-ZUSFD,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes
8194-PEEBY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6872-HXFNF,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No
3932-CMDTD,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes
7714-YXSMB,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
8387-UGUSU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1080-BWSYE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4039-HEUNW,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
1194-HVAIF,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No
0812-WUPTB,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
3594-UVONA,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes
0004-TLHLJ,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes
1767-TGTKO,Yes,No,DSL,No,No,No,No,No,No,No
8439-LTUGF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8805-JNRAZ,Yes,No,DSL,No,Yes,No,No,No,No,No
5089-IFSDP,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes
6418-HNFED,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
0206-OYVOC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7291-CDTMJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7128-GGCNO,Yes,Yes,Fiber optic,No,No,No,No,No,No,No
0237-YFUTL,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No
7691-KGKGP,Yes,No,DSL,No,Yes,No,Yes,Yes,No,No
6710-HSJRD,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
3675-EQOZA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0840-DCNZE,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
1732-FEKLD,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No
9862-KJTYK,No,No phone service,DSL,No,No,No,No,No,No,No
0479-HMSWA,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
5854-KSRBJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0365-BZUWY,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
4817-VYYWS,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
5701-SVCWR,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3129-AAQOU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4922-CVPDX,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,No
1396-QWFBJ,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes
1357-BIJKI,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No
1099-BTKWT,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,No
5299-SJCZT,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
2018-PZKMU,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
7340-KEFQE,No,No phone service,DSL,Yes,No,No,Yes,No,No,No
4570-QHXHL,Yes,No,DSL,No,No,No,No,No,No,No
2403-BCASL,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes
7392-YYPYJ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No
2898-LSJGD,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Yes
2223-GDSHL,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
7359-PTSXY,Yes,No,DSL,No,No,No,No,No,No,Yes
9470-RTWDV,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No
2176-OSJUV,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No
9348-YVOMK,Yes,No,DSL,No,No,No,No,No,No,No
8104-OSKWT,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No
4521-YEEHE,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,No
4090-KPJIP,Yes,Yes,Fiber optic,No,No,No,No,No,No,No
3786-WOVKF,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,No
4503-BDXBD,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes
6086-ESGRL,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes
2592-HODOV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3886-CERTZ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes
7995-ZHHNZ,Yes,Yes,DSL,Yes,No,No,No,No,No,No
3824-RHKVR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5816-SCGFC,Yes,No,DSL,No,Yes,No,No,No,No,No
5989-AXPUC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
4979-HPRFL,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8590-OHDIW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8015-IHCGW,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
2332-TODQS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9278-VZKCD,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No
8008-OTEZX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2773-OVBPK,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
5999-LCXAO,No,No phone service,DSL,Yes,No,No,No,No,No,No
5206-XZZQI,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,No
4803-LBYPN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5759-RCVCB,No,No phone service,DSL,No,No,No,No,Yes,No,Yes
6372-RFVNS,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes
2139-FQHLM,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,No
8261-GWDBQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
1093-YSWCA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8938-UMKPI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
0991-BRRFB,Yes,No,DSL,Yes,No,No,No,No,No,Yes
3882-IYOIJ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
8749-TZYEC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1755-FZQEC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3115-JPJDD,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,No
5600-KTXFM,Yes,No,Fiber optic,No,No,No,No,No,No,No
3871-IKPYH,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
6319-IEJWJ,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes
9025-AOMKI,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes
6339-TBELP,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,No
7964-YESJC,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No
6173-GOLSU,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No
5275-SQEIZ,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes
